Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
0,ADULT,0,0,25 to 34 years,X,Main Library,January,2016,z,email,true,2014,false,5
0,ADULT,85,1,20 to 24 years,M6,Mission,March,2015,p,phone,false,2003,false,2
0,ADULT,109,56,45 to 54 years,X,Main Library,June,2016,z,email,true,2003,false,9
0,ADULT,203,160,55 to 59 years,C2,Chinatown,May,2015,z,email,true,2011,false,4
0,ADULT,59,95,35 to 44 years,V3,Visitacion Valley,December,2015,z,email,true,2010,false,
4,WELCOME,1,1,25 to 34 years,X,Main Library,July,2014,z,email,true,2014,false,9
0,ADULT,6,1,25 to 34 years,X,Main Library,July,2014,z,email,true,2013,false,3
0,ADULT,160,56,25 to 34 years,X,Main Library,July,2016,z,email,true,2008,false,
0,ADULT,6,0,60 to 64 years,X,Main Library,December,2013,z,email,true,2013,false,
3,SENIOR,3,0,65 to 74 years,N6,North Beach,February,2016,z,email,true,2014,false,3
3,SENIOR,99,38,65 to 74 years,B4,Bernal Heights,July,2016,z,email,true,2003,false,8
0,ADULT,1,0,20 to 24 years,E9,Excelsior,December,2014,p,phone,false,2014,false,11
3,SENIOR,103,18,65 to 74 years,X,Main Library,July,2016,z,email,true,2008,false,4
0,ADULT,173,348,60 to 64 years,S7,Sunset,July,2016,z,email,true,2003,false,5
0,ADULT,1,0,25 to 34 years,I5,Ingleside,September,2014,z,email,true,2014,true,
0,ADULT,36,0,45 to 54 years,X,Main Library,September,2015,z,email,true,2015,false,6
0,ADULT,1,0,25 to 34 years,X,Main Library,June,2016,z,email,true,2013,false,6
0,ADULT,138,6,60 to 64 years,N6,North Beach,June,2015,z,email,true,2005,false,3
0,ADULT,196,77,35 to 44 years,X,Main Library,July,2016,z,email,true,2009,false,1
0,ADULT,15,14,25 to 34 years,P9,Presidio,July,2016,z,email,true,2014,false,1
0,ADULT,49,22,35 to 44 years,A5,Anza,May,2016,z,email,true,2014,true,
0,ADULT,103,57,60 to 64 years,E9,Excelsior,June,2016,z,email,true,2003,false,11
0,ADULT,0,0,55 to 59 years,O2,Ocean View,None,None,z,email,true,2008,false,11
0,ADULT,14,5,25 to 34 years,X,Main Library,January,2014,z,email,true,2011,false,4
0,ADULT,3,1,20 to 24 years,M6,Mission,April,2009,z,email,true,2007,false,9
0,ADULT,9,0,25 to 34 years,X,Main Library,October,2015,p,phone,false,2014,true,
0,ADULT,834,182,45 to 54 years,X,Main Library,July,2016,z,email,true,2003,false,11
4,WELCOME,1,4,25 to 34 years,X,Main Library,May,2016,z,email,true,2014,false,8
0,ADULT,14,1,35 to 44 years,P3,Parkside,September,2008,p,phone,false,2003,false,8
0,ADULT,0,0,45 to 54 years,X,Main Library,None,None,p,phone,false,2009,false,5
0,ADULT,328,56,35 to 44 years,B4,Bernal Heights,July,2016,z,email,true,2003,false,9
0,ADULT,17,17,35 to 44 years,O7,Ortega,July,2011,z,email,true,2009,false,4
0,ADULT,1,0,45 to 54 years,M6,Mission,March,2014,z,email,true,2005,false,8
0,ADULT,19,0,35 to 44 years,M6,Mission,October,2015,p,phone,false,2012,false,6
3,SENIOR,23,1,65 to 74 years,E9,Excelsior,January,2014,a,print,false,2007,false,11
0,ADULT,54,0,25 to 34 years,N6,North Beach,July,2016,p,phone,true,2014,false,3
0,ADULT,174,4,25 to 34 years,O7,Ortega,October,2014,z,email,true,2005,false,4
0,ADULT,99,126,45 to 54 years,X,Main Library,July,2016,z,email,true,2009,true,
0,ADULT,193,246,25 to 34 years,P7,Potrero,August,2013,z,email,true,2009,false,5
4,WELCOME,0,0,20 to 24 years,M6,Mission,None,None,z,email,true,2014,false,
0,ADULT,0,0,35 to 44 years,X,Main Library,November,2014,z,email,true,2014,true,
0,ADULT,0,0,35 to 44 years,X,Main Library,November,2014,z,email,true,2014,true,
0,ADULT,0,0,35 to 44 years,X,Main Library,November,2014,z,email,true,2014,true,
0,ADULT,172,68,60 to 64 years,X,Main Library,September,2013,z,email,true,2003,false,9
0,ADULT,283,71,25 to 34 years,O7,Ortega,February,2010,z,email,true,2003,false,4
0,ADULT,11,24,25 to 34 years,X,Main Library,September,2014,z,email,true,2013,false,3
0,ADULT,23,0,35 to 44 years,I5,Ingleside,July,2012,a,print,false,2012,false,3
0,ADULT,0,0,60 to 64 years,X,Main Library,None,None,a,print,false,2015,false,4
0,ADULT,39,1,45 to 54 years,X,Main Library,February,2013,a,print,false,2012,false,5
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,0,0,35 to 44 years,M6,Mission,None,None,z,email,true,2016,true,
0,ADULT,473,1,45 to 54 years,X,Main Library,August,2015,p,phone,false,2014,false,6
0,ADULT,281,565,25 to 34 years,N6,North Beach,May,2016,z,email,true,2007,false,3
0,ADULT,15,8,25 to 34 years,E9,Excelsior,May,2011,z,email,true,2010,false,11
0,ADULT,1,0,35 to 44 years,M2,Marina,June,2011,z,email,true,2011,false,2
4,WELCOME,3,4,20 to 24 years,M6,Mission,May,2014,z,email,true,2013,false,
0,ADULT,1246,2139,60 to 64 years,M6,Mission,July,2016,z,email,true,2003,false,
0,ADULT,372,49,35 to 44 years,O7,Ortega,July,2016,z,email,true,2009,false,4
0,ADULT,16,0,25 to 34 years,S7,Sunset,August,2008,z,email,true,2003,false,10
0,ADULT,1132,216,35 to 44 years,P5,Portola,June,2016,z,email,true,2005,false,10
0,ADULT,68,95,35 to 44 years,X,Main Library,August,2014,z,email,true,2009,false,
3,SENIOR,7,6,65 to 74 years,P9,Presidio,March,2016,z,email,true,2005,false,2
0,ADULT,859,642,25 to 34 years,X,Main Library,July,2016,z,email,true,2007,false,6
0,ADULT,29,89,60 to 64 years,P9,Presidio,July,2016,z,email,true,2015,true,
3,SENIOR,21,0,65 to 74 years,P9,Presidio,June,2015,z,email,true,2015,true,
0,ADULT,1,0,25 to 34 years,B2,Bayview/Linda Brooks-Burton,February,2015,a,print,false,2011,false,10
0,ADULT,740,172,55 to 59 years,P5,Portola,October,2015,z,email,true,2003,false,9
0,ADULT,0,0,45 to 54 years,W2,West Portal,None,None,z,email,true,2010,false,4
0,ADULT,0,0,45 to 54 years,W2,West Portal,None,None,z,email,true,2010,false,4
0,ADULT,2,2,35 to 44 years,X,Main Library,September,2012,z,email,true,2012,false,3
0,ADULT,0,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,None,None,a,print,false,2013,false,10
0,ADULT,0,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,None,None,a,print,false,2013,false,10
0,ADULT,0,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,None,None,a,print,false,2013,false,10
0,ADULT,0,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,None,None,a,print,false,2013,false,10
0,ADULT,0,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,None,None,a,print,false,2013,false,10
0,ADULT,0,0,35 to 44 years,M8,Mission Bay,April,2013,z,email,true,2013,false,6
0,ADULT,1,2,60 to 64 years,G4,Glen Park,November,2015,a,print,false,2015,false,10
0,ADULT,0,0,35 to 44 years,X,Main Library,None,None,a,print,false,2014,false,9
0,ADULT,94,0,35 to 44 years,M6,Mission,April,2011,z,email,true,2004,false,
0,ADULT,24,52,35 to 44 years,M4,Merced,December,2015,z,email,true,2013,true,
0,ADULT,181,52,55 to 59 years,M8,Mission Bay,February,2013,z,email,true,2006,false,8
0,ADULT,1,2,20 to 24 years,M4,Merced,December,2012,z,email,true,2012,false,7
0,ADULT,112,14,35 to 44 years,N6,North Beach,April,2016,z,email,true,2003,false,3
0,ADULT,0,0,35 to 44 years,R3,Richmond,None,None,z,email,true,2012,false,2
0,ADULT,0,0,35 to 44 years,R3,Richmond,None,None,z,email,true,2012,false,2
0,ADULT,1688,2395,25 to 34 years,E9,Excelsior,June,2016,z,email,true,2003,false,11
0,ADULT,261,442,55 to 59 years,X,Main Library,July,2016,a,print,true,2003,false,7
0,ADULT,50,19,25 to 34 years,C2,Chinatown,February,2015,z,email,true,2003,false,9
0,ADULT,12,1,25 to 34 years,X,Main Library,March,2015,z,email,true,2012,false,8
0,ADULT,2,1,35 to 44 years,X,Main Library,June,2014,z,email,true,2014,true,
0,ADULT,122,0,35 to 44 years,M4,Merced,July,2015,z,email,true,2014,false,7
0,ADULT,50,59,35 to 44 years,R3,Richmond,July,2014,z,email,true,2013,false,1
0,ADULT,117,63,25 to 34 years,P1,Park,July,2016,z,email,true,2009,false,
0,ADULT,36,20,45 to 54 years,X,Main Library,June,2016,z,email,true,2008,false,
0,ADULT,1495,293,60 to 64 years,P9,Presidio,July,2016,z,email,true,2003,false,
0,ADULT,9,16,25 to 34 years,X,Main Library,May,2013,z,email,true,2013,true,
0,ADULT,99,63,45 to 54 years,P1,Park,August,2014,z,email,true,2005,false,5
0,ADULT,6,4,25 to 34 years,X,Main Library,May,2013,a,print,false,2013,true,
0,ADULT,2003,673,60 to 64 years,X,Main Library,July,2016,z,email,true,2007,false,3
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
16,DIGITAL ACCESS CARD,0,0,25 to 34 years,X,Main Library,None,None,z,email,true,2016,true,
0,ADULT,2,2,25 to 34 years,I5,Ingleside,December,2015,z,email,true,2015,false,11
0,ADULT,25,0,35 to 44 years,E7,Eureka Valley/Harvey Milk Memorial,April,2013,z,email,true,2013,false,5
0,ADULT,24,11,35 to 44 years,P1,Park,February,2016,p,phone,false,2008,true,
0,ADULT,368,312,25 to 34 years,W2,West Portal,May,2016,z,email,true,2003,true,
3,SENIOR,0,0,65 to 74 years,G4,Glen Park,None,None,z,email,true,2016,false,
0,ADULT,2,1,25 to 34 years,P7,Potrero,October,2012,z,email,true,2012,false,7
0,ADULT,13,2,25 to 34 years,M6,Mission,October,2014,p,phone,false,2010,false,9
0,ADULT,6,3,45 to 54 years,X,Main Library,August,2014,z,email,true,2010,false,5
0,ADULT,64,6,25 to 34 years,X,Main Library,May,2015,z,email,true,2009,false,10
0,ADULT,80,65,25 to 34 years,M6,Mission,July,2016,z,email,true,2013,false,9
4,WELCOME,1,1,45 to 54 years,X,Main Library,December,2015,z,email,true,2015,false,6
0,ADULT,1,1,20 to 24 years,M4,Merced,March,2015,z,email,true,2015,false,7
0,ADULT,8,2,25 to 34 years,E9,Excelsior,July,2016,z,email,true,2010,false,5
0,ADULT,1,0,25 to 34 years,E9,Excelsior,October,2012,z,email,true,2012,true,
0,ADULT,1,2,45 to 54 years,A5,Anza,October,2015,z,email,true,2011,false,
0,ADULT,12,16,45 to 54 years,M2,Marina,August,2015,z,email,true,2010,false,1
0,ADULT,0,0,20 to 24 years,M4,Merced,None,None,z,email,true,2015,false,6
0,ADULT,0,0,20 to 24 years,M4,Merced,None,None,z,email,true,2015,false,6
0,ADULT,0,0,25 to 34 years,I5,Ingleside,None,None,a,print,false,2016,true,
0,ADULT,123,25,45 to 54 years,W2,West Portal,July,2016,z,email,true,2003,false,1
0,ADULT,155,29,55 to 59 years,V3,Visitacion Valley,April,2016,z,email,true,2003,false,10
0,ADULT,45,7,20 to 24 years,P9,Presidio,June,2016,z,email,true,2014,false,6
0,ADULT,10,3,20 to 24 years,X,Main Library,April,2014,z,email,true,2013,true,
0,ADULT,5,4,25 to 34 years,C2,Chinatown,January,2016,z,email,true,2015,false,2
0,ADULT,1,0,20 to 24 years,M4,Merced,December,2011,z,email,true,2011,false,7
0,ADULT,24,32,55 to 59 years,X,Main Library,March,2015,z,email,true,2006,true,
0,ADULT,94,131,25 to 34 years,S7,Sunset,December,2014,z,email,true,2013,false,7
0,ADULT,14,0,45 to 54 years,G4,Glen Park,March,2014,z,email,true,2004,false,8
0,ADULT,212,96,35 to 44 years,X,Main Library,June,2016,z,email,true,2009,false,1
0,ADULT,98,67,60 to 64 years,G4,Glen Park,March,2016,z,email,true,2011,false,8
0,ADULT,34,22,25 to 34 years,R3,Richmond,August,2013,z,email,true,2012,false,4
0,ADULT,3022,720,60 to 64 years,X,Main Library,July,2016,p,phone,false,2003,false,3
3,SENIOR,6,1,65 to 74 years,B2,Bayview/Linda Brooks-Burton,August,2015,z,email,true,2007,false,11
3,SENIOR,27,0,65 to 74 years,I5,Ingleside,May,2015,z,email,true,2012,false,7
0,ADULT,42,26,45 to 54 years,S7,Sunset,July,2013,p,phone,false,2003,false,7
4,WELCOME,0,0,20 to 24 years,X,Main Library,None,None,z,email,true,2012,false,4
0,ADULT,401,260,60 to 64 years,W2,West Portal,July,2016,z,email,true,2003,false,7
0,ADULT,157,16,25 to 34 years,C2,Chinatown,May,2016,p,phone,false,2004,false,9
0,ADULT,115,80,35 to 44 years,M2,Marina,August,2015,p,phone,false,2008,false,8
0,ADULT,2,0,25 to 34 years,R3,Richmond,May,2014,z,email,true,2014,false,1
0,ADULT,2,0,25 to 34 years,R3,Richmond,May,2014,z,email,true,2014,false,1
0,ADULT,44,65,35 to 44 years,M6,Mission,March,2016,z,email,true,2004,false,9
0,ADULT,18,3,25 to 34 years,S7,Sunset,August,2015,z,email,true,2010,true,
0,ADULT,5,2,35 to 44 years,S7,Sunset,May,2013,p,phone,false,2005,false,11
0,ADULT,664,773,20 to 24 years,O7,Ortega,July,2016,z,email,true,2004,false,4
0,ADULT,73,47,35 to 44 years,X,Main Library,July,2016,z,email,true,2012,false,2
0,ADULT,69,13,45 to 54 years,B2,Bayview/Linda Brooks-Burton,July,2016,p,phone,false,2003,false,10
0,ADULT,77,33,25 to 34 years,X,Main Library,June,2016,z,email,true,2009,false,8
3,SENIOR,310,368,65 to 74 years,W4,Western Addition,May,2013,z,email,true,2003,false,
0,ADULT,385,115,60 to 64 years,X,Main Library,July,2016,z,email,true,2005,false,3
0,ADULT,23,0,45 to 54 years,X,Main Library,April,2015,z,email,true,2006,false,5
0,ADULT,5,1,25 to 34 years,P7,Potrero,June,2014,z,email,true,2014,false,10
0,ADULT,4,0,20 to 24 years,M4,Merced,April,2016,z,email,true,2016,false,7
0,ADULT,6,10,45 to 54 years,S7,Sunset,July,2016,z,email,true,2015,false,7
0,ADULT,57,79,45 to 54 years,X,Main Library,July,2015,z,email,true,2003,false,
4,WELCOME,0,0,35 to 44 years,X,Main Library,None,None,p,phone,false,2015,false,9
4,WELCOME,0,0,35 to 44 years,X,Main Library,None,None,p,phone,false,2015,false,9
0,ADULT,271,31,55 to 59 years,N4,Noe Valley/Sally Brunn,July,2016,z,email,true,2003,false,8
0,ADULT,35,22,25 to 34 years,W2,West Portal,June,2016,p,phone,false,2012,false,5
0,ADULT,0,0,60 to 64 years,B4,Bernal Heights,June,2014,p,phone,false,2014,false,9
0,ADULT,8,8,35 to 44 years,S7,Sunset,July,2016,z,email,true,2016,false,
0,ADULT,253,26,35 to 44 years,B4,Bernal Heights,April,2016,z,email,true,2003,false,9
0,ADULT,76,1,45 to 54 years,R3,Richmond,April,2012,z,email,true,2003,false,
0,ADULT,38,3,20 to 24 years,C2,Chinatown,March,2014,z,email,true,2010,false,9
0,ADULT,245,376,45 to 54 years,X,Main Library,August,2015,z,email,true,2010,true,
0,ADULT,14,8,35 to 44 years,P3,Parkside,April,2013,z,email,true,2007,true,
0,ADULT,39,7,25 to 34 years,M6,Mission,May,2014,z,email,true,2012,false,11
0,ADULT,7,7,25 to 34 years,M8,Mission Bay,September,2013,z,email,true,2013,false,6
3,SENIOR,230,209,65 to 74 years,E7,Eureka Valley/Harvey Milk Memorial,May,2016,p,phone,false,2008,false,8
0,ADULT,104,48,20 to 24 years,X,Main Library,November,2013,z,email,true,2004,false,7
3,SENIOR,362,14,65 to 74 years,C2,Chinatown,May,2009,a,print,false,2008,false,3
0,ADULT,19,0,45 to 54 years,X,Main Library,August,2015,p,phone,false,2011,false,9
0,ADULT,153,101,45 to 54 years,M6,Mission,August,2014,p,phone,false,2012,true,
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,0,0,25 to 34 years,X,Main Library,None,None,a,print,false,2014,false,6
0,ADULT,92,41,35 to 44 years,W2,West Portal,July,2016,z,email,true,2011,false,7
0,ADULT,8,5,35 to 44 years,M8,Mission Bay,June,2015,z,email,true,2015,false,6
0,ADULT,823,628,60 to 64 years,M6,Mission,October,2015,z,email,true,2005,false,10
0,ADULT,12,20,35 to 44 years,C2,Chinatown,June,2016,z,email,true,2011,false,3
0,ADULT,15,17,60 to 64 years,R3,Richmond,May,2014,z,email,true,2011,false,
3,SENIOR,8,0,65 to 74 years,P5,Portola,June,2010,z,email,true,2003,false,4
0,ADULT,772,1052,55 to 59 years,M8,Mission Bay,July,2016,z,email,true,2003,false,10
0,ADULT,9,9,20 to 24 years,X,Main Library,June,2016,z,email,true,2015,false,2
0,ADULT,71,8,35 to 44 years,M6,Mission,February,2016,z,email,true,2003,false,9
0,ADULT,3908,943,45 to 54 years,X,Main Library,May,2016,z,email,true,2003,false,3
0,ADULT,8,24,45 to 54 years,M8,Mission Bay,January,2013,z,email,true,2012,true,
